àbac	ábaco
mitocondri	
mitògraf	
mitografia	
mitologia	
mitòman	
mitomania	
mitosi	
mitra	
mixedema	
mixoma	
mixtió	
ml	
mm	
mmHg	
Mn.	
mnemotècnia	
moaré	
mòbil	
mobiliari	
mobilitat	
mobilització	
moblament	
moblatge	
moble	
moblista	
moc	
mocador	lenço
moçambiquès	
moció	
mocós	
moda	
modafinil	
modalitat	
mode	
model	
modelació	
modelat	
modelatge	
modelisme	
modelització	
mòdem	
moderació	
moderador	
moderantisme	
modernisme	
modernista	
modernitat	
modernització	
modèstia	
modicitat	
modificació	
modificador	
modíol	
modisme	
modista	
modisteta	
mòdul	
modulació	
modulador	
modularitat	
modus operandi	
modus vivendi	
mofa	
mofeta	
moher	
moixaina	
moixina	
mojo picón	
mol	
mola	mó
molalitat	
molar	
molaritat	
moldau	
molècula	molécula
molèstia	
moletó	
molí	moinho
molibdè	molibdénio
moliner	
molinet	
moll	cais
molla	miolo
molla	mola
mol·lície	
mol·lificació	
mol·lisòl	
mol·lusc	molusco
molsa	musgo
molt a desitjar	
molt a dir	
molt a fer	
molt a veure	
moltó	
moment	
moment crític	
mòmia	
momificació	
món	
mona	
monada	
mònada	
mona de Pasqua	
monarca	
monarquia	
monarquisme	
Moncloa	
mondongo	
moneda	
moneda estrangera	
moneder	
monema	
monestir	mosteiro
monestir dels Jerònims	
monetarisme	
monetització	
mongeta	
mongol	
mongolisme	
moniato	batata-doce
monició	
monisme	
monitor	
monitoratge	
monjo	
monoamina	
monoboia	
monocarril	
monòcit	
monocle	
monocomandament	
monocotiledònia	
monocristall	
monocromia	
monocultiu	
monocultura	
monodia	
monoestrat	
monofuncionalitat	
monogàmia	
monografia	
monogràfic	
monograma	
monoï	
monòleg	
monolingüe	
monolingüisme	
monòlit	
monologuista	
monòmer	
monomi	
mononucleosi	
mononucleòtid	
monopatí	
monoplà	
monoplaça	
monopol	
monopoli	
monopolista	
monopolització	
monoraïl	
monorquídia	
monosacàrid	
monosíl·lab	
monoteisme	
monotip	
monotípia	
monotonia	
monotrema	
monotub	
monovolum	
monòxid	
Mons.	
monsenyor	
monsieur	
monsó	monção
monstre	
monstruositat	
mont	
mont de pietat	
montenegrí	
monticle	
monument	
monumentalitat	
monyo	
monyó	
mopa	
moqueta	
morabit	
moral	
moralisme	
moralista	
moralitat	
moralització	
moratòria	
morb	
morbidesa	
morbiditat	
morbositat	
morcón	
mordacitat	
mordassa	
mordent	
mordicació	
morena	
morera	
moreria	
morf	
morfema	morfema
morfina	
morfisme	
morfofonologia	
morfogènesi	
morfologia	
morfometria	
moribund	
morigeració	
morisc	
mormó	
mormonisme	
moro	
morositat	
morralla	
morrena	
morrió	
morro	
morrut roig	
morsa	
morse	
mort	morte
morta	
mortadel·la	
mortal	
mortaldat	
mortalitat	
mortalla	sudario
mortasa	
mortasadora	
morter	
morteret	
mortificació	
mortis causa	
mòrula	
mos	
mosaic	
mosca	mosca
moscatell	
moscovita	
mosquet	mosquete
mosqueter	
mosquetó	
mosquit	mosquito
mossàrab	
mossegada	
mossèn	
mosset	
mosso	
mosso d'esquadra	
Mosso d'Esquadra	
Mossos d'Esquadra	
most	
mostassa	
mostatxo	
mostela	
mostra	
mostrador	
mostrari	
mostratge	
mostreig	
mostrejador	
mot	
mota	
motel	
motet	
motí	
motilitat	
motiu	
motivació	
motlle	
motllura	
motlura	
moto	
moto aquàtica	
motocicleta	motocicleta
motociclisme	
motociclista	
motocròs	
motonau	
motopropulsor	
motor	
motor de cerca	
motorisme	
motorista	
motorització	
mototragella	
motoveler	
motricitat	
motricitat global	
mots encreuats	
motxilla	mochila
moviment	
moviola	
mp3	
MPEG	
ms	
msnm	
mtorolita	
MTV	
mucílag	
mucina	
mucosa	
mucositat	
mucus	
mudament	
mudança	
mudèjar	
mudesa	
muetzí	
muffin	
mufla	
mufló	
mugiment	
mugit	
mugró	mamilo
muguet	
múixer	
mujahidí	
mújol	
mul	
mulat	
mul·là	
mullena	
muller	esposa
multa	multa
multa de trànsit	
multibuc	
multicine	
multiculturalisme	
multiculturalitat	
multidisciplinarietat	
multientitat	
multifil	
multifilament	
multifuncionalitat	
multigrup	
multilateralisme	
multilateralitat	
multilingüe	
multilingüisme	
multimèdia	
multímetre	
multimilionari	
multinacional	
multinivell	
multipartidisme	
multiplataforma	
múltiple	
multiplet	
múltiplex	
multiplexació	
multiplexatge	
multiplexor	
multiplicació	
multiplicitat	
multiprocés	
multiprocessador	
multiproducte	
multiresposta	
multitud	
multivers	
multixarxa	
mundanitat	
mundialisme	
mundialista	
mundialització	
mundificació	
munició	
municipal	
municipalisme	
municipalitat	
municipalització	
municipi	
munió	
munt	
muntacàrregues	
muntador	
muntant	
muntanya	montanha
muntanyisme	
muntaplats	
muntatge	
munteria	
muntijol	
muntura	
munyidor	
munyiment	
mur	
mural	
muralista	
muralla	
muralleta	
muret	
murga	
múrgola	
múrid	
murmuració	
murmuri	
murri	
múrria	
murrieria	
murta	
murtra	
musa	
MUSAC	
musaranya	
musclaire	
muscle	
musclera	
musclo	
múscul	
musculació	
musculatura	
musell	
museografia	
museòleg	
museu	
músic	
música	música
música de cambra	
música disco	
musical	
musicalitat	
música pop	
música sacra	
musicògraf	
musicòleg	
musicologia	
musicoteràpia	
músic popular	
musiqueta	
musli	
mussitació	
mussol	coruja
mussolina	
mustèlid	
musulmà	
mut	
mutabilitat	
mutació	
mutagen	
mutilació	
mutisme	
mutó	
mutoscopi	
mutualisme	
mutualitat	
n	
Na+	
nabab	
nabateu	
nabina	
nabiu	mirtilo
nació	
nacionalcatolicisme	
nacionalisme	
nacionalista	
nacionalitat	
nacionalització	
nacionalsocialisme	
nacionalsocialista	
nacre	madrepérola
Nadal	
nadala	
nadir	
nadiu	
nadó	
nafra	
naftalina	
nahua	
nàhuatl	
naip	
naixement	
naixença	
namibià	
nan	
nandrolona	
nanisme	
nanociència	
nanofabricació	
nanofiltració	
nanomaterial	
nanòmetre	
nanopartícula	
nanosegon	
nanotecnologia	
nanotub	
nap	
napalm	
napolità	
naproxén	
narcís	
narcisisme	
narcisista	
narcolèpsia	
narcosala	
narcosi	
narcòtic	
narcotització	
narcotràfic	
narcotraficant	
nariu	
narració	
narrador	
narrativa	
narrativitat	
nàrtex	
nas	nariz
NASA	
nasalitat	
nasalització	
nascència	
nassot	
nassut	
nata	
natació	
natalici	
nata líquida	
natalitat	
nata muntada	
natilla	
nativista	
nativitat	
natja	
natró	
natura	
naturalesa	
naturalisme	
naturalista	
naturalitat	
naturalització	
natura morta	
naturisme	
naturista	
naturòpata	
nau	nave
nau	nave
nau	nave
nau d'abastament	
nau d'abastiment	
nau espacial	
nàufrag	
naufragi	
nauruà	
nàusea	
navalla	navalha
navalla recta	
navarrès	
navegabilitat	
navegació	
navegador	
navegant	
nàvel	
navelate	
naveta	
navili	
navilier	
nazi	
nazisme	
neandertal	
nebot	sobrinho
nebulitzador	
nebulosa	
nebulositat	
necessarietat	
necesser	
necessitat	
neci	
neciesa	
necrofília	
necrologia	
necrològica	
necròpoli	
necrosi	
nèctar	
nectarina	
nedador	
neerlandès	
nefelòmetre	
nefrita	
nefritis	
nefró	
negació	
negacionisme	
negacionista	
negatiu	
negativa	
negativisme	
negativitat	
negatró	
negligència	
negoci	
negociació	
negociador	
negociant	
negre	
negrer	
negreta	
negror	
neguit	
negundo	
nematode	
nèmesi	
nen	
neó	neônio
neoavantguarda	
neobarroc	
neocaledonià	
neoclassicisme	
neoclassicista	
neocolonialisme	
neoconceptisme	
neoculteranisme	
neodimi	neodímio
neofeixisme	
neofiguració	
neòfit	
neoformació	
neofranquisme	
neogen	
neogongorisme	
neoguineà	
neoimpressionisme	
neoliberalisme	
neolític	
neologia	
neologisme	
neomaniqueisme	
neomitologia	
neonacionalista	
neonazi	
neonazisme	
neoobjectivisme	
neoplàsia	
neoplasticisme	
neoplatonisme	
neopositivismo	
neoprè	
neorealisme	
neorealista	
neosiberià	
neotradicionalisme	
neozelandès	
nepalès	
nepotisme	
neptuni	neptúnio
nero	
neró	
nervació	
nervadura	
nervi	
nerviosisme	
nerviositat	
nespra	
nestorià	
nestorianisme	
netedat	
neteja	
netejador	
neteja personal	
netejavidres	
neu	neve
neula	
neuràlgia	
neurastènia	
neurastènic	
neurita	
neuritis	
neurociència	
neurocientífic	
neurocirurgia	
neurocomputació	
neurocrani	
neuroendocrinòleg	
neuroendocrinologia	
neuroesquelet	
neurofibromatosi	
neurofilament	
neurofisiòleg	
neurofisiologia	
neurogènesi	
neurohormona	
neuròleg	
neurolèptic	
neurologia	
neurona	
neuropatia	
neuropatologia	
neuropediatre	
neuropediatria	
neuropsicòleg	
neuropsicologia	
neuròpter	
neuroquímica	
neurosi	
neurotransmissió	
neurotransmissor	
neutralisme	
neutralista	
neutralitat	
neutralització	
neutralitzador	
neutrí	neutrino
neutrino	
neutró	neutrão
neutròfil	
neutropènia	
nevada	nevada
nevera	
new look	
newton	
nexe	
NFC	
niacina	
nicaragüenc	
nicaraguès	
niçard	
nicotina	
nicrom	
nidació	
nidificació	
niellat	
NIF	
nigerí	
nigerià	
nihilisme	
nihilista	
niló	
nimboestrat	
nimboestratus	
nimbus	
nimfa	
nimfea	
nimfòmana	
nimfomania	
nimietat	
nina	
nineta	
ninja	
ninot	
ninot de neu	
nínxol	
niobi	nióbio
nipó	
níquel	níquel
niquelat	
niquelatge	
nirvana	
nispro	
nissaga	
nistagme	
nit	noite
nit	noite
nit de cap d'any	
nitidesa	
nitració	
nitrat	
nitre	
nitrificació	
nitril	
nitrit	
nitrocel·lulosa	
nitrogen	nitrogénio
nitroglicerina	
nitrur	
nitruració	
niu	
niuada	
nivació	
nivell	
nivell de direcció	
nivelleta	
nivòmetre	
no-alineament	
nobeli	nobélio
noble	
noblesa	
noces	
noció	
nocivitat	
nocturnitat	
node	
nodositat	
nodriment	
nodrissa	
nòdul	
no-ficció	
noguera	
noguerina	
noi	garoto
noiet	
no ingerència	
noli	
noliejador	
noliejament	
nòlit	
nom	
nòmada	
nomadisme	
nombre	
nombre algebraic	
nombre amigable	
nombre atòmic	
nombre auri	
nombre binari	
nombre cardinal	
nombre complex	
nombre compost	
nombre congruent	
nombre coprimer	
nombre decimal	
nombre de coordinació	
nombre deficient	
nombre de lectors	
nombre de massa	
nombre de transport	
nombre d'ona	
nombre d'operacions	
nombre d'or	
nombre d'oxidació	
nombre enter	
nombre fraccionari	
nombre haploide	
nombre imaginari	
nombre imparell	
nombre irracional	
nombre màgic	
nombre mixt	
nombre natural	
nombre parell 	
nombre perfecte	
nombre piramidal	
nombre poligonal	
nombre primer	
nombre quàntic	
nombre racional	
nombre real	
nombre rodó	
nombre senar	
nombre transcendent	
nombre trencat	
nom de pila	
nomenament	
nomenclàtor	
nomenclatura	
nòmina	
nominació	
nominalisme	
nominalització	
nominatiu	
nomograma	
nonagenari	
no necessitat	
nònius	
nontronita	
nora	nora
norantena	
nord	
nord-africà	
nord-americà	
nord-coreà	
nord-est	
nòrdic	
nord-occidental	
nord-oest	
nord-oriental	
norepinefrina	
norfolkès	
norma	
norma de trànsit	
normalitat	
normalització	
normand	
normativa	
normativització	
noruec	norueguês
nosa	
nosologia	
nostàlgia	
Nostra Senyora	
Nostre Senyor	
nota	
nota a peu de pàgina	
notabilitat	
notable	
notació	
nota de tall	
notari	
notícia	notícia
noticiari	
notificació	
notocordi	
notorietat	
nou	noz
nou	nove
noucentisme	
nou moscada	
nounat	
nou-ric	
nouvingut	
nov.	
novació	
nova versió	
novè	
novel·la	
novel·la curta	
novel·la policíaca	
novel·leta	
novel·lista	
novembre	novembro
novençà	
novetat	
novícia	
noviciat	
no-violència	
nre.	
N. S.	
NTSC	
nubilitat	
nuc	
nucleó	nucleon
nuclèol	
nucleoplasma	
nucleòsid	
nucleosíntesi	
nucleòtid	
nucli	
nudisme	
nudista	
nuesa	
nul·liparitat	
nul·litat	
núm.	
numeració	
numerador	
numeral	
numerari	
número	
número de circ	
número de clau	
número de compte	
número de dorsal	
número de la Seguretat Social	
número de loteria	
número de porta	
número de referència	
número de registre	
número de reserva	
número de telèfon	
número d'expedient	
número u	
numerus clausus	
numismàtic	
numismàtica	
nunci	
nunciatura	
nuncupació	
nupcialitat	
núpcies	
nus	nó
nutreòleg	
nutrició	
nutricionista	
nutrient	
nuvi	
núvol	nuvem
nuvolositat	
nyam	
nyap	
nyonya	
nyoqui	
nyora	
NYSE	
nyu	
oasi	
obcecació	
obduració	
obediència	
obelisc	obelisco
obertura	
oberturisme	
obesitat	
òbit	
obituari	
objecció	
objecte	
objecte d'exposició	
objectiu	
objectivació	
objectivisme	
objectivitat	
objector	
oblació	
oblia	
obligació	
obligació amb prima	
obligacionista	
obligatorietat	
obliqüitat	
oblit	
obliteració	
oboè	
oboista	
òbol	
obra	
obra d'art	
obra de paleta	
obrador	
obreampolles	
obrellaunes	
obrepció	
obrer	
obribotelles	
obridor	
obrillandes	
obscenitat	
obscurantisme	
obscuritat	
obsequi	
obsequiositat	
observació	
observació mèdica	
observador	
observança	
observatori	
obsessió	
obsidiana	
obsolescència	
obstacle	
obstetre	
obstetrícia	
obstinació	
obstrucció	
obstruccionisme	
obtenció	
obturació	
obtusangle	
obús	
obvenció	
obvietat	
oca	
ocarina	
ocàs	
ocasió	
occident	
occidental	
occidentalització	
occípit	
occità	
OCDE	
oceà	oceano
oceanari	
oceanògraf	
oceanografia	
ocell	pássaro
ocelleria	
ocellet	
ocelot	
oci	
ociositat	
oclusió	
oc, oca	
ocre	
oct.	
octà	
octaedre	
octàgon	
octant	
octava	
octaveta	
octet	
octogenari	
octògon	
octosíl·lab	
octubre	outubro
OCU	
oculat	
oculista	
ocultació	
ocultisme	
ocultista	
ocupa	
ocupabilitat	
ocupació	
ocupador	
ocupant	
ocurrència	
oda	
odalisca	
odèon	
odi	ódio
odiositat	
odiseu	
odissea	
odontofòbia	
odontòleg	
odontologia	
OEA	
oest	
ofec	
ofegament	
ofensa	
ofensiva	
oferent	
oferiment	
oferta	
offset	
ofici	
oficial	oficial
oficialitat	
oficialització	
oficina	
oficina de congressos	
oficina de correus	
oficina d'informació turística	
oficinista	
oficiositat	
ofidi	
ofimàtica	
ofrena	
oftàlmia	
oftalmòleg	
oftalmologia	
oftalmoscopi	
ofuscació	
ogiva	
OGM	
ogre	
ohm	
oïda	
oïdi	
oïdor	
OIEA	
oient	
oïment	
okupa	
okupació	
olefina	
oleïcultor	
oleïcultura	
oleoducte	
òleum	
olfacte	
olfactòmetre	
olfactometria	
oli	óleo
oli de pinyolada	
oli de sansa	
oligarca	
oligarquia	
oligopoli	
oligosacàrid	
oligúria	
Olimp	
olimpíada	
olimpisme	
oli sobre tela	
oliva	
olivar	
olivera	
olivicultura	
olivina	
olla	
olla de pressió	
olleria	
﻿olleria	
olor	
OLP	
om	
omanita	
ombra	
ombreig	
ombrel·la	
ombria	
OMC	
omega	
OMIC	
omissió	
òmnibus	
omnipotència	
omnipresència	
omnisciència	
omnívor	
omòplat	
ompliment	
OMS	
ona	
ona curta	
onada	
onada de calor	
onada de fred	
ona de ràdio	
onanisme	
onanista	
onatge	
Once	
oncle	tio
oncòleg	
oncologia	
ondulació	
ònix	
onomasiologia	
onomàstica	
onomatopeia	
ontogènesi	
ontogènia	
ontologia	
ONU	
onx d'ou	
oòcit	
oogàmia	
OP	
opa	
OPA	
opacitat	
òpal	
opalescència	
opció	
OPEP	
òpera	
operabilitat	
operació	
operador	
operador de càmera	
operand	
operari	
operativitat	
opercle	
opereta	
operó	
opi	
opiaci	
opinió	
opioide	
oponent	
oportunisme	
oportunista	
oportunitat	
oposició	
opositor	
opressió	
opressor	
oprobi	
optació	
optativitat	
òptic	óptico
òptica	
optimació	
optimisme	
optimista	
optimització	
optimitzador	
optoacoblador	
optometria	
optometrista	
opugnació	
opulència	
opuscle	
or	ouro
oració	
oracle	
orada	orade
orador	
oralitat	
orangutan	
orant	
oratòria	
orbe	
òrbita	
orbitador	
orca	
ordalia	
ordenació	
ordenament	
ordenança	
ordenant	
ordi	
ordinador	
ordinador central	
ordinal	
ordinari	
ordit	
ordre	
ordre del dia	
ordre d'empresonament	
ordre de processament	
ordre judicial	
oreig	
orella	orelha
orella de mar	
orellera	
oreneta	andorinha
orenga	
orfandat	
orfebre	
orfebreria	
orfenat	
orfeó	
òrfic	
orfisme	
òrgan	
òrgan de direcció	
organel·la	
organicisme	
organicitat	
organigrama	
organisme	organismo
organista	
organització	
organitzador	
organofosforat	
organohalogenat	
orgànul	
organza	
orgasme	
orgia	
orguenet	
orgull	orgulho
orient	
orientació	
oriental	
orientalisme	
orientalista	
orientalització	
orifici	
origen	
originador	
original	
originalitat	
orina	
orins	
oriol	
oripell	
orla	
ormeig	
ornament	
ornamentació	
ornitòleg	
ornitologia	
ornitòpode	
ornitorrinc	
ornitorrínquid	
orogènia	
orografia	
oroneta	
orònim	
oronímia	
orquestra	orquestra
orquestració	
orquestra de cambra	
orquídia	
orquiectomia	
orsa	
ortesi	
orticó	
ortiga	
ortocentre	
ortodòncia	
ortodox	
ortodòxia	
ortodròmia	
ortoedre	
ortofoto	
ortofotografia	
ortogonalitat	
ortografia	
ortologia	
ortopèdia	
ortopedista	
ortopròtesi	
ortòpter	
orujo	
orxata	orchata
os	osso
osasunista	
osca	
oscil·lació	
oscil·lador	
oscil·loscopi	
osmi	ósmio
osmolaritat	
osmosi	
ossada	
ossaments	
ossera	
osset	
osseta	
ossificació	
ostatge	
ostentació	
osteoartrosi	
osteòcit	
osteogènesi	
osteòpata	
osteoporosi	
osteosarcoma	
ostíol	
ostoesclerosi	
ostomia	
ostra	ostr
ostracisme	
ostreïcultura	
ostrogot	
otaku	
otàlgia	
OTAN	
otària	
otitis	
otoció	
otòfon	
o-tolidina	
otomà	
otorrino	
otorrinolaringòleg	
otorrinolaringologia	
otoscopi	
ou	ovo
ouataire	
ouera	
outlet	
output	
ovació	
oval	
ovari	
ovella	
oví	
oviducte	
oviparitat	
ovni	
ovòcit	
òvul	
ovulació	
oxalat	
oxicodona	
òxid	
oxidació	
oxidant	
oxidasa	
oxidoreducció	
oxidoreductasa	
oxigen	oxigénio
oxigenació	
oxigenoteràpia	
oxímoron	
oxirrinc	
oxitall	
oxitocina	
oxoàcid	
oxoanió	
oxolacetat	
oxosal	
ozó	
ozonització	
p	
pa	pão
PA	
paca	
pacana	
paciència	
pacient	
pacificació	
pacificador	
pacifisme	
pacifista	
pacte	
padà	
pàdel	
padrastre	
padrí	
padrina	
padró	
paella	
pàg.	
paga	
pagà	
pagador	
pagament	
pagament de prima	
paganisme	
pagaré	
pagell	
pagès	
pagesia	
pàgina	página
paginació	
pàgina web	
pagoda	
pagre	
pagúrid	
PAI	
paio	
país	
paisà	
paisatge	paisagem
paisatge a l'oli	
paisatgisme	
paisatgista	
país membre	
pakistanès	
pal	
PAL	
pala	
paladar	
paladí	
palafit	
palafrè	
palafrener	
palaia	
palanca	
palanca de canvis	
palanca de control	
palangana	
palangre	
palanquejament	
palanqueta	
palatalització	
palau	palácio
palauà	
palauet	
pal de fregar	
palentí	
paleocè	
paleoclimatologia	
paleoecologia	
paleogeografia	
paleògraf	
paleografia	
paleòleg	
paleolític	
paleomagnetisme	
paleontòleg	
paleontologia	
paleosòl	
paleozoic	
palestí	
palestra	
palet	
paleta	
paleta de colors	
paleta de maquillatge	
paleta de pintor	
paletista	
palíndrom	
palinologia	
palista	
palla	palha
pal·ladi	paládio
pallassada	
pallasso	
paller	palheiro
palleta	
pal·li	
pal·liació	
pal·liatiu	
pal·lidesa	
pallissa	
pallola	
palma	
palmada	
palmarès	
palmell	
palmellada	
palmera	palmeira
palmerar	
palometa	
palp	
palpabilitat	
palpació	
palpís	
palpitació	
paludisme	
pam	
pamflet	
pamfletisme	
pampa	
pàmpol	
pana	
panacea	
panadís	
panameny	
panamericanisme	
pancarta	
pancreatitis	
pàncrees	
panda	
pandèmia	
pandereta	
pandero	
panegíric	
panell	
panerola	
panet	
panga	
pangermanisme	
pànic	
panícula	
panificació	
panís	
panna de glaç	
pannicle	
panolla	
panòplia	
panorama	
panoràmica	
panotxa	
pansa	
pansiment	
pantà	
pantaix	
pantalà	
pantalla	
pantalons	
pantalons curts	
panteisme	
panteix	ofego
panteó	
pantera	
pantocràtor	
pantògraf	
pantomim	
pantomima	
panxa	
panxell	
pany	fechadura
paó	pavão
papa	
papà	
papada	
papagai	
papaia	
papallona	borboleta
papamosques	
paparra	
papat	
paper	papel
paperassa	
paper baritat	
paperera	
papereria	
paperet	
papereta	
paper galdós	
paper higiènic	
paperot	
papil·la	
papil·loma	
